,url,address,title,area,rooms,bathrooms,garages,price,date
635,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
636,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
637,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
638,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
639,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
640,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
641,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
642,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
643,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
644,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
645,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
646,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
647,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
648,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
649,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
650,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
651,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
652,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
653,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
654,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
655,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
656,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
657,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
658,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
659,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
660,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
661,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
662,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
663,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
664,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
665,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
666,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS660000-id-2474047018/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,660000,2020-11-14 
667,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS946809-id-2483475551/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,946809,2020-11-14 
668,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-121m2-venda-RS749000-id-2479371359/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 121m²
",121,4,4,2,749000,2020-11-14 
669,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS943000-id-2489557310/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,943000,2020-11-14 
670,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS1100000-id-2489556913/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,3,1100000,2020-11-14 
671,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2453462788/?__vt=lnv:c,"Rua Antônio Gomes, 51 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
672,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS375000-id-2489556920/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,375000,2020-11-14 
673,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS950000-id-2490111442/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,950000,2020-11-14 
674,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS708500-id-1042636892/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,708500,2020-11-14 
